Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
toyota,corolla,2015,3.4,hybrid,automatic,292522,3,1,8649
audi,q5,2023,2.7,hybrid,manual,214838,4,5,10403
mercedes,c-class,2008,5.0,hybrid,automatic,163749,3,3,10725
ford,fiesta,2002,1.2,petrol,semi-automatic,2113,3,1,5857
volkswagen,tiguan,2011,3.9,petrol,manual,230860,2,5,6682
ford,fiesta,2017,2.8,diesel,semi-automatic,133732,3,3,9325
chevrolet,malibu,2005,2.8,petrol,manual,240044,3,2,3599
kia,optima,2020,1.6,petrol,semi-automatic,135693,5,3,8986
toyota,camry,2007,3.4,electric,semi-automatic,257837,5,5,6443
hyundai,tucson,2018,4.9,diesel,semi-automatic,115393,5,5,12092
bmw,3 series,2022,2.2,hybrid,manual,148932,2,1,10921
honda,civic,2000,4.0,petrol,manual,67746,2,2,6745
audi,a3,2022,1.6,electric,semi-automatic,70988,2,4,12880
chevrolet,malibu,2023,4.3,diesel,manual,48721,2,5,14325
kia,sportage,2004,1.8,petrol,semi-automatic,239182,4,5,2316
mercedes,c-class,2017,2.9,hybrid,manual,269013,4,1,7719
audi,q5,2000,2.0,petrol,semi-automatic,64819,4,2,4803
volkswagen,golf,2013,2.7,petrol,automatic,272614,4,5,6747
volkswagen,golf,2005,1.3,diesel,semi-automatic,290532,4,3,2000
toyota,rav4,2011,2.8,hybrid,automatic,223865,5,5,8222
ford,focus,2017,3.9,petrol,manual,246848,3,4,8163
volkswagen,golf,2008,3.1,diesel,manual,108467,5,1,7430
volkswagen,golf,2003,2.1,hybrid,semi-automatic,103278,3,3,6034
bmw,3 series,2015,3.3,hybrid,semi-automatic,125268,2,1,10394
bmw,5 series,2014,2.1,diesel,semi-automatic,183149,3,2,6737
ford,explorer,2015,4.7,diesel,semi-automatic,202322,5,5,9253
volkswagen,golf,2017,3.7,diesel,manual,58102,3,3,11737
hyundai,elantra,2022,1.5,electric,semi-automatic,41173,2,2,13376
volkswagen,golf,2022,1.8,petrol,semi-automatic,278342,5,1,6933
ford,explorer,2009,2.1,hybrid,manual,200018,2,3,5899
kia,sportage,2000,3.3,electric,semi-automatic,196915,3,5,5461
bmw,3 series,2012,4.4,petrol,automatic,552,4,1,13588
ford,fiesta,2008,2.9,diesel,automatic,89645,2,4,9107
kia,sportage,2004,4.3,hybrid,manual,5954,2,3,10480
toyota,rav4,2016,1.6,diesel,semi-automatic,41061,5,1,9678
ford,explorer,2021,2.0,hybrid,manual,153706,5,1,10325
honda,cr-v,2003,2.3,petrol,semi-automatic,293688,5,5,2000
volkswagen,tiguan,2011,4.0,electric,semi-automatic,291373,4,5,7572
honda,civic,2009,1.0,petrol,manual,285502,4,4,2089
ford,focus,2000,4.0,electric,semi-automatic,210630,3,3,5887
volkswagen,passat,2012,4.3,hybrid,automatic,147407,3,2,11551
chevrolet,impala,2009,4.6,diesel,semi-automatic,58162,3,5,10236
kia,optima,2000,1.9,diesel,automatic,51334,3,2,6473
toyota,rav4,2013,1.7,electric,semi-automatic,59577,3,1,10508
toyota,camry,2001,3.1,electric,manual,279309,4,1,3913
volkswagen,passat,2009,3.6,petrol,semi-automatic,100942,4,1,8381
mercedes,c-class,2002,4.5,diesel,automatic,24369,5,1,10212
kia,rio,2004,2.0,diesel,automatic,116081,3,2,6478
audi,q5,2007,4.5,diesel,semi-automatic,56348,5,5,9573
toyota,camry,2011,3.9,diesel,semi-automatic,264755,4,5,6004
bmw,3 series,2022,3.5,hybrid,automatic,254869,2,2,11602
honda,accord,2003,4.9,diesel,semi-automatic,60570,5,4,8688
hyundai,elantra,2017,2.3,hybrid,semi-automatic,3009,3,4,12439
bmw,x5,2006,1.8,diesel,semi-automatic,48144,4,5,6737
ford,focus,2002,2.5,electric,manual,50314,4,4,8193
mercedes,gla,2002,2.2,diesel,automatic,5020,4,5,8299
audi,a4,2002,4.4,diesel,automatic,81512,3,3,8969
hyundai,tucson,2013,4.7,diesel,semi-automatic,254167,4,4,7616
bmw,3 series,2020,3.5,diesel,semi-automatic,232400,4,1,8952
volkswagen,tiguan,2023,2.0,petrol,automatic,128626,5,1,11927
hyundai,elantra,2010,4.9,diesel,semi-automatic,133554,4,3,9328
chevrolet,malibu,2015,2.8,petrol,semi-automatic,225481,2,3,6890
mercedes,gla,2022,5.0,petrol,automatic,211047,4,2,12979
kia,rio,2006,2.0,electric,semi-automatic,49359,4,4,8912
mercedes,gla,2000,2.1,hybrid,semi-automatic,26663,2,1,6666
ford,fiesta,2018,4.9,electric,manual,183575,4,2,12728
honda,civic,2006,2.2,petrol,semi-automatic,297485,4,3,2150
toyota,camry,2002,4.4,petrol,semi-automatic,265879,3,5,3782
mercedes,gla,2017,1.9,electric,semi-automatic,5233,2,5,12995
audi,q5,2009,4.0,electric,manual,265479,4,5,7490
toyota,corolla,2005,2.8,electric,manual,138032,3,4,7639
chevrolet,malibu,2023,2.0,hybrid,manual,160084,2,4,10798
toyota,corolla,2008,3.1,hybrid,automatic,34423,3,3,11411
mercedes,gla,2000,2.7,electric,semi-automatic,116677,2,2,6466
volkswagen,golf,2014,1.1,petrol,semi-automatic,113145,3,5,7137
volkswagen,passat,2002,1.7,electric,semi-automatic,264575,4,1,3108
bmw,5 series,2003,3.6,petrol,automatic,240657,2,2,5286
volkswagen,tiguan,2006,2.4,petrol,automatic,154960,3,1,6700
hyundai,elantra,2017,2.4,hybrid,automatic,140689,4,5,11286
ford,explorer,2005,4.0,hybrid,semi-automatic,228725,4,2,6025
chevrolet,malibu,2020,2.0,diesel,automatic,183441,4,3,9931
mercedes,e-class,2003,2.3,hybrid,automatic,117694,3,3,7446
mercedes,gla,2003,1.9,diesel,semi-automatic,138278,5,2,4134
toyota,rav4,2008,4.5,diesel,automatic,203634,3,2,8427
mercedes,c-class,2007,1.7,petrol,semi-automatic,255059,5,2,2798
hyundai,sonata,2014,1.9,petrol,semi-automatic,253678,5,2,5126
chevrolet,equinox,2021,4.3,hybrid,automatic,189655,5,2,13406
toyota,rav4,2020,4.0,hybrid,automatic,224676,2,4,12106
bmw,x5,2018,3.3,diesel,semi-automatic,151881,2,2,9762
toyota,corolla,2008,2.0,hybrid,manual,210592,5,4,5288
ford,focus,2007,1.6,petrol,semi-automatic,244812,3,4,2903
bmw,5 series,2011,2.9,electric,automatic,270773,5,5,8384
bmw,3 series,2016,3.8,petrol,manual,196371,4,4,8772
hyundai,elantra,2004,3.4,hybrid,automatic,90326,4,3,9393
volkswagen,tiguan,2004,2.0,hybrid,manual,47929,2,1,7341
audi,a4,2010,1.7,diesel,manual,260904,5,3,3581
ford,fiesta,2011,2.3,electric,automatic,254220,3,2,8115
honda,cr-v,2014,2.5,petrol,semi-automatic,47829,2,3,9843
ford,explorer,2009,1.5,petrol,manual,4339,5,4,8213
kia,sportage,2022,3.4,diesel,automatic,68508,2,2,14229
ford,focus,2006,2.8,electric,automatic,282433,2,4,6551
toyota,corolla,2018,1.1,electric,manual,156396,3,2,9472
mercedes,e-class,2011,1.5,hybrid,semi-automatic,173761,3,5,6424
hyundai,elantra,2020,1.8,hybrid,manual,7887,2,2,12742
ford,focus,2010,1.5,hybrid,semi-automatic,86892,2,5,7862
volkswagen,passat,2017,1.8,diesel,manual,37685,2,1,10246
audi,a3,2003,4.2,hybrid,semi-automatic,188952,5,3,6420
kia,sportage,2015,3.1,diesel,automatic,256058,3,3,8078
kia,optima,2008,4.5,petrol,manual,246080,5,1,6078
chevrolet,equinox,2001,1.7,electric,automatic,103088,4,4,7538
ford,explorer,2022,1.3,petrol,semi-automatic,102092,3,4,9958
honda,civic,2001,3.9,petrol,manual,85459,5,2,6590
audi,a4,2020,4.0,electric,automatic,85954,5,1,15880
mercedes,gla,2005,4.5,petrol,automatic,89422,2,1,9811
toyota,camry,2007,1.6,diesel,manual,67080,3,2,6458
mercedes,gla,2007,3.4,diesel,automatic,275042,5,4,5599
volkswagen,tiguan,2004,4.9,hybrid,manual,220473,2,1,6790
ford,fiesta,2005,1.8,electric,manual,13353,5,4,9132
bmw,3 series,2007,4.9,hybrid,manual,40316,2,5,11293
audi,a4,2015,4.9,petrol,manual,213995,5,5,9220
audi,a4,2002,2.1,electric,manual,249454,2,4,3810
honda,accord,2017,1.3,electric,semi-automatic,179848,3,3,8903
kia,rio,2019,4.9,hybrid,manual,42389,4,2,14852
honda,cr-v,2003,2.9,petrol,automatic,63886,3,1,8122
chevrolet,malibu,2013,2.1,petrol,manual,100047,2,4,8099
mercedes,e-class,2009,3.7,petrol,semi-automatic,24132,3,1,10017
bmw,5 series,2019,4.3,electric,manual,187276,2,5,12354
chevrolet,impala,2020,4.9,diesel,manual,100441,2,4,12991
volkswagen,tiguan,2015,1.9,hybrid,manual,163910,5,5,8221
volkswagen,tiguan,2021,4.1,diesel,automatic,37195,4,5,15256
audi,a3,2014,2.7,hybrid,automatic,143682,5,2,10626
hyundai,elantra,2010,3.3,electric,automatic,292576,3,2,8048
volkswagen,tiguan,2020,2.2,diesel,automatic,34617,4,5,13107
toyota,corolla,2018,2.6,hybrid,automatic,17983,3,3,14240
bmw,5 series,2019,4.8,hybrid,automatic,165434,4,5,13791
kia,sportage,2008,4.8,hybrid,semi-automatic,72579,4,2,10848
ford,focus,2017,3.6,electric,semi-automatic,154486,3,3,11710
chevrolet,malibu,2012,1.8,electric,manual,213510,2,1,7229
ford,focus,2011,3.5,diesel,manual,191624,4,5,7067
chevrolet,equinox,2022,3.1,hybrid,semi-automatic,233710,4,4,10125
toyota,corolla,2004,3.5,petrol,manual,213763,4,3,4524
bmw,3 series,2012,3.2,petrol,manual,106364,3,4,8772
kia,optima,2016,1.8,petrol,manual,84202,3,1,9015
kia,sportage,2012,1.3,petrol,semi-automatic,75977,3,5,7480
ford,focus,2023,4.1,electric,automatic,230235,5,3,13995
mercedes,c-class,2015,2.9,electric,manual,203225,3,2,9435
audi,a4,2002,1.9,diesel,manual,207014,3,5,2459
bmw,x5,2023,2.2,diesel,manual,280936,4,2,7581
chevrolet,impala,2021,2.9,petrol,manual,28402,4,3,12731
ford,fiesta,2014,1.6,petrol,manual,238558,5,3,5128
chevrolet,equinox,2007,1.9,electric,manual,203009,3,3,6039
kia,optima,2017,1.0,electric,manual,217816,4,5,7843
hyundai,elantra,2008,1.3,electric,manual,56405,5,3,8671
toyota,rav4,2000,2.4,diesel,manual,157208,4,2,3355
audi,a3,2001,3.2,diesel,semi-automatic,159856,4,3,4402
ford,explorer,2016,4.6,diesel,automatic,59450,2,5,13811
bmw,5 series,2013,1.3,electric,automatic,34820,3,4,12103
volkswagen,golf,2016,1.0,electric,semi-automatic,211578,3,2,7668
kia,optima,2013,4.5,petrol,semi-automatic,150515,2,2,9489
honda,accord,2006,1.9,petrol,semi-automatic,112805,2,3,5543
hyundai,sonata,2004,2.9,hybrid,semi-automatic,250475,3,1,4190
hyundai,sonata,2009,2.5,electric,manual,148855,5,2,8322
chevrolet,impala,2009,2.4,petrol,manual,18036,4,2,8839
audi,a4,2020,3.5,hybrid,semi-automatic,132329,2,2,11953
toyota,corolla,2018,3.0,diesel,manual,228362,5,2,7932
toyota,rav4,2014,2.4,hybrid,automatic,131822,2,1,10563
audi,a4,2023,2.6,diesel,automatic,62285,2,5,13854
ford,focus,2008,2.0,electric,automatic,202191,5,1,7956
bmw,3 series,2015,3.7,hybrid,semi-automatic,94816,5,2,11403
mercedes,e-class,2019,3.7,diesel,automatic,143171,4,2,12136
volkswagen,passat,2007,4.4,electric,semi-automatic,5568,2,3,12488
hyundai,sonata,2016,4.8,hybrid,manual,1064,2,1,14678
honda,civic,2013,1.7,electric,semi-automatic,83367,3,4,10032
hyundai,elantra,2005,4.3,electric,semi-automatic,130852,4,4,9282
honda,cr-v,2019,2.5,electric,automatic,262723,4,5,10545
audi,q5,2009,4.7,diesel,manual,239901,2,2,6701
volkswagen,golf,2008,2.8,petrol,semi-automatic,19835,5,1,8903
chevrolet,impala,2015,1.3,diesel,automatic,282191,2,4,5756
hyundai,sonata,2008,2.0,electric,semi-automatic,61418,2,1,9271
hyundai,sonata,2007,1.4,diesel,semi-automatic,40965,3,1,6780
honda,cr-v,2001,2.8,hybrid,automatic,282319,2,2,4053
bmw,3 series,2016,4.8,hybrid,automatic,93677,3,3,14326
honda,civic,2018,1.9,diesel,automatic,182852,2,4,9242
toyota,camry,2022,4.0,petrol,automatic,66018,4,5,14879
audi,a3,2013,4.6,hybrid,semi-automatic,264204,3,2,8315
bmw,5 series,2011,2.9,diesel,semi-automatic,267798,5,4,4944
volkswagen,tiguan,2014,4.4,hybrid,semi-automatic,200804,3,2,9683
kia,optima,2002,4.5,diesel,manual,261006,3,5,3979
volkswagen,tiguan,2022,2.1,diesel,semi-automatic,1906,4,5,12761
ford,fiesta,2000,2.2,diesel,manual,151812,4,3,3263
mercedes,c-class,2011,3.5,diesel,manual,133153,4,4,8236
hyundai,sonata,2010,2.5,electric,automatic,55812,3,5,11983
volkswagen,tiguan,2002,3.0,diesel,semi-automatic,175153,5,5,4196
ford,fiesta,2002,2.1,petrol,semi-automatic,256425,3,5,2000
chevrolet,equinox,2020,3.4,petrol,semi-automatic,151481,4,3,10470
ford,explorer,2014,3.8,diesel,semi-automatic,164325,3,4,8813
audi,a4,2004,3.1,petrol,manual,184871,5,1,4702
mercedes,c-class,2012,1.7,petrol,manual,46963,5,2,8460
chevrolet,equinox,2023,4.8,petrol,semi-automatic,144096,4,4,12918
audi,q5,2000,4.8,diesel,automatic,189164,4,2,6616
ford,fiesta,2010,4.8,electric,semi-automatic,233196,2,1,9236
mercedes,gla,2022,4.5,diesel,automatic,19165,2,5,16316
mercedes,e-class,2017,1.7,diesel,manual,231532,5,4,6269
chevrolet,equinox,2010,4.4,diesel,automatic,152466,2,1,9950
kia,rio,2003,2.2,electric,semi-automatic,180863,5,3,5582
bmw,x5,2013,4.0,diesel,automatic,151734,2,3,10465
kia,rio,2011,1.7,diesel,semi-automatic,64106,3,2,7817
volkswagen,tiguan,2011,2.4,electric,manual,229655,3,1,7206
volkswagen,tiguan,2015,3.2,petrol,semi-automatic,204013,4,5,7719
volkswagen,tiguan,2009,1.0,diesel,automatic,208583,4,1,5128
honda,civic,2002,4.7,electric,semi-automatic,61535,3,4,10169
mercedes,gla,2011,3.2,hybrid,semi-automatic,176930,5,2,8061
audi,a3,2019,2.6,petrol,semi-automatic,49817,5,2,11403
kia,rio,2017,1.4,diesel,semi-automatic,212576,2,3,6348
ford,focus,2008,2.6,diesel,manual,272185,3,4,3656
hyundai,tucson,2001,3.2,petrol,manual,214674,4,2,3306
bmw,3 series,2012,2.5,diesel,automatic,252115,2,3,6657
audi,q5,2019,1.5,petrol,manual,285575,4,2,5588
bmw,3 series,2002,4.7,diesel,manual,87544,3,1,7649
toyota,rav4,2004,1.1,diesel,automatic,35570,3,4,7188
toyota,camry,2011,2.5,electric,semi-automatic,109008,3,4,9719
audi,a3,2006,1.2,hybrid,manual,163168,2,2,4836
bmw,x5,2014,3.5,electric,semi-automatic,87181,5,5,12056
audi,a3,2005,4.8,petrol,automatic,240527,5,1,7089
honda,civic,2013,1.4,electric,automatic,192393,4,2,9052
volkswagen,tiguan,2010,1.7,diesel,manual,206335,3,3,4673
toyota,camry,2018,2.2,diesel,semi-automatic,183658,5,5,8026
audi,a4,2009,4.9,petrol,manual,132063,2,1,9058
toyota,corolla,2014,1.0,petrol,automatic,223635,3,5,6327
ford,fiesta,2019,3.6,diesel,manual,260280,3,5,8194
toyota,rav4,2004,5.0,hybrid,manual,132068,5,1,8658
bmw,x5,2007,1.5,petrol,semi-automatic,181250,4,2,4075
audi,a4,2017,2.2,electric,automatic,205295,4,1,10794
ford,fiesta,2005,3.0,hybrid,manual,144199,2,4,6716
ford,focus,2008,3.5,hybrid,manual,284000,4,3,5320
bmw,5 series,2002,2.3,petrol,semi-automatic,180395,3,4,3392
hyundai,sonata,2003,3.5,diesel,semi-automatic,97355,3,3,6552
ford,explorer,2008,4.9,diesel,semi-automatic,92827,2,5,9543
mercedes,e-class,2004,2.3,electric,automatic,235443,5,2,6391
ford,explorer,2017,2.0,petrol,semi-automatic,68000,5,4,9840
ford,explorer,2001,1.6,diesel,automatic,89796,4,3,5704
hyundai,sonata,2020,4.7,petrol,semi-automatic,186954,5,2,11060
toyota,rav4,2001,4.5,diesel,semi-automatic,210371,5,1,4692
mercedes,e-class,2002,2.5,electric,manual,49187,2,3,8216
mercedes,e-class,2017,2.5,petrol,automatic,44142,4,2,12317
volkswagen,passat,2010,1.6,hybrid,automatic,255550,5,4,6089
mercedes,e-class,2008,2.3,petrol,semi-automatic,150136,2,1,5797
ford,fiesta,2011,3.0,diesel,automatic,126817,2,4,9363
ford,explorer,2017,4.1,electric,automatic,268157,3,5,11436
audi,q5,2020,5.0,diesel,automatic,56508,3,3,15469
kia,optima,2002,4.4,electric,automatic,83927,2,3,10921
mercedes,e-class,2015,4.3,hybrid,automatic,218104,3,1,11037
ford,fiesta,2016,3.6,hybrid,semi-automatic,271745,4,5,8065
kia,sportage,2010,1.5,diesel,semi-automatic,215696,5,4,4286
mercedes,e-class,2020,1.3,hybrid,manual,201528,5,2,8369
mercedes,gla,2021,4.8,diesel,automatic,181278,2,4,13074
hyundai,sonata,2014,2.0,diesel,manual,222492,4,3,5850
audi,a3,2004,4.0,diesel,automatic,126911,5,3,8261
volkswagen,tiguan,2005,4.9,electric,manual,195620,3,2,8587
hyundai,tucson,2001,2.7,petrol,semi-automatic,177686,3,2,3546
chevrolet,impala,2008,4.0,electric,manual,229386,3,2,7912
audi,a4,2023,1.8,diesel,semi-automatic,60422,2,1,11591
honda,accord,2011,3.3,diesel,automatic,281236,2,2,6575
hyundai,elantra,2015,1.6,petrol,automatic,202711,3,1,7645
hyundai,tucson,2019,2.1,petrol,manual,280632,3,1,6287
toyota,camry,2003,3.9,electric,semi-automatic,182192,4,4,7256
kia,rio,2018,3.3,petrol,semi-automatic,27157,5,3,12256
bmw,3 series,2000,5.0,petrol,semi-automatic,199363,5,1,5112
kia,rio,2022,4.9,petrol,manual,6863,2,1,15462
volkswagen,golf,2014,3.4,diesel,automatic,89526,5,3,11409
toyota,camry,2019,3.5,hybrid,automatic,96903,5,2,13861
honda,cr-v,2001,4.0,hybrid,automatic,35704,5,3,10185
toyota,rav4,2014,3.5,hybrid,semi-automatic,161187,3,4,9576
audi,q5,2009,3.5,electric,manual,76449,4,2,10771
audi,a3,2001,3.9,petrol,manual,19843,3,4,7903
bmw,5 series,2000,1.2,hybrid,manual,103614,2,4,4227
kia,sportage,2005,3.4,hybrid,manual,256607,2,2,4867
ford,explorer,2013,1.4,diesel,automatic,204333,5,1,6813
bmw,x5,2019,3.2,petrol,manual,283521,3,1,7329
kia,optima,2023,2.7,electric,manual,201672,3,4,11666
audi,a3,2022,1.5,electric,semi-automatic,222668,4,3,9746
mercedes,e-class,2001,2.6,diesel,manual,43761,5,5,6124
honda,cr-v,2001,4.7,petrol,automatic,59718,2,2,9405
honda,accord,2006,1.1,hybrid,automatic,14039,2,2,9219
chevrolet,equinox,2013,1.6,hybrid,manual,141716,4,5,7765
toyota,corolla,2022,2.4,diesel,semi-automatic,104599,2,5,11008
chevrolet,malibu,2017,1.9,hybrid,manual,282278,3,5,6454
volkswagen,passat,2001,2.5,electric,semi-automatic,210985,3,5,4680
hyundai,sonata,2002,2.1,hybrid,automatic,79025,5,5,7719
hyundai,sonata,2022,3.0,electric,automatic,52689,2,1,16146
honda,accord,2018,4.0,hybrid,semi-automatic,184080,3,4,10818
kia,sportage,2007,2.8,diesel,manual,185683,5,2,5286
volkswagen,golf,2018,4.6,electric,automatic,237720,4,4,12845
ford,focus,2018,4.0,electric,manual,6098,4,5,15378
bmw,5 series,2005,4.3,electric,automatic,272769,4,1,7944
volkswagen,golf,2007,2.9,electric,manual,13144,2,4,10837
mercedes,c-class,2023,4.2,petrol,manual,18248,2,5,14835
bmw,3 series,2007,2.8,hybrid,manual,238724,3,2,5225
chevrolet,equinox,2003,2.6,diesel,semi-automatic,286590,3,4,2000
honda,accord,2011,4.2,electric,semi-automatic,291049,4,2,7779
volkswagen,golf,2006,2.3,petrol,automatic,163052,3,4,6438
ford,fiesta,2018,4.7,electric,manual,8898,3,5,16022
audi,a3,2004,3.9,petrol,automatic,228725,2,5,6125
mercedes,c-class,2016,2.1,petrol,semi-automatic,8126,4,3,10837
mercedes,e-class,2009,4.2,diesel,semi-automatic,221870,2,4,6562
ford,fiesta,2021,4.0,hybrid,automatic,133334,5,1,14233
ford,fiesta,2006,4.4,hybrid,automatic,276855,5,2,7262
honda,cr-v,2003,4.6,electric,manual,162129,2,2,8357
chevrolet,malibu,2022,4.4,hybrid,manual,62734,5,1,14845
bmw,x5,2008,2.4,petrol,automatic,2880,3,4,10342
chevrolet,malibu,2016,2.9,petrol,manual,10380,5,2,11592
kia,sportage,2003,4.4,electric,automatic,173173,4,1,9436
audi,a4,2010,1.1,electric,manual,13601,3,1,9927
audi,a4,2012,4.4,hybrid,automatic,57938,3,3,13441
chevrolet,equinox,2011,3.8,hybrid,automatic,122142,5,2,11257
hyundai,tucson,2011,4.7,diesel,semi-automatic,51514,2,2,11069
kia,sportage,2018,3.0,diesel,manual,116209,5,2,10175
honda,accord,2020,2.9,petrol,semi-automatic,125825,3,5,10483
hyundai,tucson,2003,3.1,diesel,semi-automatic,235029,5,2,3399
kia,rio,2013,2.1,electric,automatic,61878,5,4,12362
audi,q5,2009,2.7,electric,manual,62039,3,2,10259
honda,cr-v,2019,3.3,petrol,automatic,15599,5,3,14288
honda,civic,2019,4.9,electric,automatic,73887,2,4,16722
bmw,5 series,2006,2.5,diesel,semi-automatic,232088,3,3,3758
bmw,3 series,2017,1.7,electric,manual,166412,3,1,9571
chevrolet,malibu,2018,1.7,petrol,automatic,70260,5,4,11294
kia,optima,2006,3.0,diesel,manual,110232,2,3,6695
hyundai,sonata,2016,3.6,petrol,automatic,228179,5,3,9436
audi,a4,2020,3.2,hybrid,automatic,220296,2,5,11394
toyota,rav4,2003,3.5,electric,automatic,15300,4,5,11694
kia,rio,2016,4.1,diesel,semi-automatic,234176,2,2,8316
chevrolet,equinox,2007,4.9,diesel,automatic,247098,5,5,7658
chevrolet,equinox,2015,1.7,electric,automatic,55038,4,2,12699
ford,fiesta,2015,1.2,electric,manual,178698,5,3,8226
toyota,camry,2002,4.0,hybrid,manual,239428,5,1,4911
volkswagen,tiguan,2003,1.1,hybrid,automatic,75829,2,3,7083
bmw,x5,2013,1.4,hybrid,semi-automatic,72172,3,4,8956
mercedes,e-class,2022,4.7,petrol,manual,286738,2,3,9665
ford,focus,2008,4.7,electric,semi-automatic,45559,3,1,12288
volkswagen,golf,2001,2.7,petrol,automatic,155536,5,3,5489
mercedes,c-class,2017,3.3,hybrid,semi-automatic,141231,3,1,10675
chevrolet,equinox,2013,3.3,electric,automatic,184018,4,3,11119
volkswagen,tiguan,2014,2.2,electric,semi-automatic,229476,5,3,7910
ford,fiesta,2011,1.4,hybrid,semi-automatic,151995,3,1,6760
kia,sportage,2011,1.9,hybrid,manual,191680,2,4,6466
volkswagen,passat,2005,4.9,electric,manual,464,3,3,12490
toyota,rav4,2012,1.1,petrol,semi-automatic,159339,2,4,5613
toyota,rav4,2015,4.6,diesel,manual,13395,5,5,12932
chevrolet,impala,2018,2.0,diesel,automatic,27151,4,2,12456
ford,explorer,2016,1.5,diesel,automatic,72633,2,4,10447
toyota,rav4,2016,4.0,hybrid,automatic,137486,2,5,12650
toyota,corolla,2005,3.1,diesel,automatic,115517,2,1,7889
ford,fiesta,2005,2.1,hybrid,automatic,79897,5,3,8602
audi,a4,2012,3.7,diesel,automatic,51665,2,3,11866
bmw,3 series,2017,1.4,electric,manual,3410,4,1,12531
honda,cr-v,2010,1.3,hybrid,semi-automatic,113673,2,2,7126
honda,accord,2012,3.6,hybrid,semi-automatic,299818,2,1,6303
ford,focus,2005,3.3,diesel,semi-automatic,166957,5,3,5560
toyota,rav4,2021,4.8,diesel,manual,104524,2,3,13109
hyundai,sonata,2013,4.2,electric,automatic,233376,5,1,11032
bmw,3 series,2019,1.9,diesel,semi-automatic,248734,2,2,6725
mercedes,e-class,2002,2.8,diesel,manual,218885,5,1,3122
ford,explorer,2005,2.7,hybrid,semi-automatic,241335,5,3,4473
toyota,rav4,2008,3.9,diesel,automatic,61794,3,5,10664
honda,cr-v,2018,1.4,electric,semi-automatic,132394,5,3,10252
volkswagen,tiguan,2014,4.7,hybrid,semi-automatic,77660,2,2,12446
mercedes,gla,2015,2.7,hybrid,semi-automatic,72565,3,4,10848
ford,focus,2007,3.0,hybrid,automatic,145166,2,1,8796
hyundai,sonata,2012,1.8,electric,manual,268663,3,5,6126
toyota,rav4,2019,4.8,diesel,manual,235390,5,2,9892
volkswagen,tiguan,2009,1.9,electric,manual,206148,5,2,6577
honda,cr-v,2017,4.6,diesel,automatic,133555,2,1,12628
hyundai,tucson,2007,2.8,diesel,automatic,231194,2,1,5876
kia,rio,2013,3.2,hybrid,automatic,129599,2,4,11108
volkswagen,passat,2023,3.8,diesel,manual,33833,3,3,14123
bmw,3 series,2003,1.3,diesel,manual,59817,3,5,5103
ford,explorer,2023,4.6,electric,semi-automatic,26070,2,4,17078
kia,sportage,2010,1.1,electric,automatic,48286,4,3,10734
volkswagen,passat,2006,3.0,electric,automatic,77120,2,3,10857
bmw,3 series,2016,4.7,diesel,automatic,141532,5,1,12269
